grad_norm,loss,loss_q0,loss_q1,loss_q3,mse,mse_q0,mse_q1,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q3,loss_q2,mse_q2,vb_q2
3.4274989973824734,0.9910123348236084,1.1577231884002686,0.9284704029560089,0.9493852853775024,0.8957575559616089,0.9042371511459351,0.8929395973682404,0.8929139971733093,240.06745430143908,20004,5000,0.09525474905967712,0.25348609685897827,0.03553081676363945,0.056471262127161026,,,
3.502472573965001,0.9888009148836134,1.102072877011128,0.9329298362937023,0.958434366353667,0.8991649150848391,0.9003732571644439,0.8988188197535854,0.8988407378149501,240.06749239919085,20404,5100,0.08963600669056179,0.20169962064496108,0.03411101658017405,0.059593627505963385,0.9417431773023398,0.8984158964867283,0.04332728156859574
3.4992058103150483,0.9891610604524611,1.1236805233817844,0.9298424510394827,0.9557580064844203,0.8970481187105176,0.899187380877825,0.8958797706108464,0.8965424343391699,240.06757223475114,20804,5200,0.09211294133216148,0.22449314160845596,0.033962682546938204,0.059215573249039796,0.9387890148994532,0.8964818736841513,0.04230714533044851
3.5084530302158243,0.9705037999153141,1.0610911101102818,0.9270270281242876,0.9548997113650493,0.8941826999187473,0.8949178021687724,0.893232099290164,0.8941885781559082,240.0676472828619,21204,5300,0.07632109466940167,0.16617330468188096,0.03379493066162434,0.06071113270114768,0.9367843544950673,0.8944159956539379,0.042368354568002274
3.492531410840476,0.9833648532629015,1.122689236791767,0.9249796218924469,0.9525764444652871,0.8931192445755004,0.8951468273084996,0.8914714946851624,0.8928443734743156,240.0677225655039,21604,5400,0.09024560529738666,0.22754240549188484,0.03350812626572756,0.059732073765932314,0.936254491848228,0.8929261391141773,0.043328352964821105
3.4855171971255907,0.9714325958490371,1.0872392598539595,0.9233515791173251,0.9496492147445682,0.8904702353477475,0.8921687522282206,0.8897743731174835,0.8900160795634554,240.06779565551818,22004,5500,0.08096235632896423,0.1950705115838598,0.0335772064918617,0.05963313383693549,0.9327408541547187,0.890022284323626,0.042718569831092755
3.4752750076260317,0.9787363690137866,1.1215886612131127,0.9202912724485585,0.9474501664611114,0.888472331762314,0.8911521940520312,0.8867407254144254,0.8882907827695214,240.06786907805298,22404,5600,0.09026403605937962,0.23043647035956383,0.033550547874149135,0.05915938686022812,0.9299946060138093,0.8878215524767121,0.04217305144162051
3.4928751466145975,0.9504504358768463,0.9997446610216513,0.9185511052608494,0.9446511976420879,0.8852180039882659,0.8842295084083293,0.885060238175922,0.8859556404252841,240.06794248200595,22804,5700,0.06523243039846423,0.11551514963962531,0.03349086588455569,0.05869555752724409,0.9285316789150236,0.8857787424325946,0.04275293692946434
3.4856042508971465,0.9590826332569119,1.0598882734775537,0.9168757989450734,0.9426064134873061,0.8838430547714232,0.8844547087841845,0.8833979351652991,0.8841192390500886,240.06801672173347,23204,5800,0.07523957613855597,0.1754335601754646,0.03347786643576844,0.05848717524372425,0.9262192562074943,0.8834845004695482,0.042734753746207395
3.478918165437882,0.9607943439483643,1.047275354464848,0.913961997398963,0.9406637526025962,0.8814037317037585,0.8819391204599752,0.8806602565141826,0.8815483035994512,240.0680910727794,23604,5900,0.0793906101211906,0.1653362328284665,0.03330174163700295,0.0591154499527286,0.9241074748337271,0.8814230158925055,0.042684457497671247
3.4721182420906413,0.9599131929874419,1.0529725820094618,0.912578724559985,0.9379201601160336,0.879565491080284,0.8803300734038826,0.8792824820468303,0.8792703601908175,240.06816533843153,24004,6000,0.0803477033227682,0.17264251216306334,0.033296242670009024,0.058649798775924016,0.9223211335413384,0.8792448718138418,0.04307626097491295
3.454609393715722,0.9820557093620301,1.1615632438659669,0.910002603822825,0.9366693657636644,0.8783840477466581,0.8820389753580091,0.8768517496634503,0.8772544300556188,240.06823652542525,24404,6100,0.10367166575044401,0.27952426839619876,0.03315085187858468,0.05941493574529886,0.9197918439612669,0.87738044998225,0.042411394490330837
3.449969262307203,0.97743338406086,1.1383222682135437,0.9077578052397696,0.9340969969373227,0.876199714541435,0.8789345264434815,0.874623060226441,0.876083605880037,240.06831263915888,24804,6200,0.10123367190361021,0.25938774198293674,0.03313474248974552,0.05801339259524959,0.9162523438853605,0.8748247700352825,0.04142757336939535
3.473129879510658,0.9517705714702605,1.070809911895584,0.9053943240938107,0.9317544833901001,0.8731343293190006,0.8736631424872433,0.8724559530738953,0.8734005363946109,240.068386474169,25204,6300,0.07863623864948756,0.1971467684258471,0.03293837363685459,0.058353945804932694,0.915732163649339,0.8732237711057562,0.04250838980078696
3.467615088234556,0.9413051134347914,1.0279400576936444,0.9032770022749893,0.9302856156700537,0.8707328552007677,0.8707012667300853,0.8702609256974286,0.8713314934780721,240.06845437448143,25604,6400,0.07057226527482262,0.15723879409438757,0.03301607508079281,0.058954122035126955,0.912641654110918,0.8707222872310214,0.041919366992784264
3.4525795292966213,0.942734637856483,1.0327208036301176,0.9008036018521698,0.9275705429112041,0.8689711904525755,0.869336442620146,0.8681289630907558,0.8692589663877718,240.0685216532716,26004,6500,0.0737634492665529,0.16338435929341644,0.03267463936504942,0.05831157556939417,0.9111922239815751,0.8692499559234684,0.04194226650590148
